CALL_ID,AGENT_NAME,CUSTOMER_NAME,CALL_DATE,TRANSCRIPT
CALL-1726,Norma Fisher,Joseph Freeman,2024-08-12,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1727,Susan Wagner,Tasha Rodriguez,2024-05-17,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1728,Peter Montgomery,Andrew Gould,2024-05-18,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1729,Stephanie Sutton,Jessica Thompson,2024-05-21,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1730,Brian Hamilton,Jessica Thompson,2024-07-03,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1731,Norma Fisher,Kenneth Kent,2024-09-13,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1732,Stephanie Collins,Jenny Richardson,2024-05-02,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1733,Susan Wagner,Whitney Stark,2024-08-21,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1734,Brian Hamilton,Kelsey Davis,2025-01-10,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1735,Stephanie Sutton,Peter Mcdowell,2024-05-03,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1736,Jorge Sullivan,Walter Pratt,2024-06-24,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1737,Jorge Sullivan,Stephanie Bowman,2024-05-25,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1738,Theodore Mcgrath,Patrick Rogers,2025-03-02,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1739,Elizabeth Woods,Jessica Thompson,2024-10-14,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1740,Susan Wagner,Stephanie Hayes,2025-01-20,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1741,Peter Montgomery,Janice Johnston,2024-07-26,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1742,Susan Wagner,Paul Brown,2024-12-23,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1743,Theodore Mcgrath,Whitney Stark,2024-10-01,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1744,Jorge Sullivan,Michelle Hughes,2024-12-03,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1745,Stephanie Collins,Alex Woodward,2025-04-23,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1746,Theodore Mcgrath,Tasha Rodriguez,2024-07-25,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1747,Susan Wagner,Travis Schultz,2024-10-24,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1748,Elizabeth Woods,Laurie Wallace,2024-07-14,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1749,Susan Levy,William Roberts,2024-09-09,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1750,Theodore Mcgrath,Michael Simmons,2024-12-23,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1751,Peter Montgomery,Eric Owens PhD,2024-06-09,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1752,Stephanie Sutton,Mary Alvarez,2024-12-22,"Agent: Hi, how can I help you today? Customer: My order hasn't arrived yet. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1753,Susan Levy,Stephanie Lawrence,2025-04-08,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1754,Theodore Mcgrath,Stephanie Lawrence,2024-06-03,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1755,Susan Levy,Lauren Hayes,2025-03-05,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1756,Brian Hamilton,David Williams,2024-09-01,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1757,Brian Hamilton,Patrick Rogers,2024-09-03,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1758,Susan Wagner,Mary Alvarez,2024-11-25,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1759,Stephanie Collins,Jessica Thompson,2024-10-24,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1760,Stephanie Sutton,William Garcia,2025-04-12,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1761,Stephanie Collins,Melanie Johnson,2024-09-04,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1762,Susan Levy,John Richards,2024-08-08,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1763,Theodore Mcgrath,William Gonzalez,2024-05-12,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1764,Jorge Sullivan,Danielle Castro,2024-11-19,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1765,Peter Montgomery,Margaret Jones,2024-05-18,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1766,Jorge Sullivan,Mr. Ryan Sanchez,2024-07-13,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1767,Susan Levy,Alex Woodward,2024-09-21,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1768,Stephanie Sutton,Albert Williams,2024-06-01,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1769,Elizabeth Woods,Barbara Sanders,2024-07-21,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1770,Stephanie Sutton,Andrew Gould,2025-04-03,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1771,Stephanie Sutton,Michelle Kelley,2024-11-20,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1772,Elizabeth Woods,Mitchell Smith,2024-09-12,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1773,Susan Levy,Jenny Richardson,2024-07-12,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1774,Brian Hamilton,Sean Green,2025-03-22,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1775,Susan Wagner,Meredith Rios,2024-07-18,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1776,Theodore Mcgrath,Michelle Kelley,2024-08-06,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1777,Peter Montgomery,Kristin Potts,2025-01-17,"Agent: Hi, how can I help you today? Customer: My order hasn't arrived yet. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1778,Norma Fisher,David Williams,2025-02-08,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1779,Susan Wagner,Jennifer Bates,2025-02-10,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1780,Elizabeth Woods,Nicholas Kline,2024-08-26,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1781,Norma Fisher,Terry Wells,2024-08-30,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1782,Stephanie Collins,Joshua Clark,2024-11-17,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1783,Norma Fisher,Cheryl Bradley,2025-03-30,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1784,Stephanie Collins,April Snyder,2024-09-27,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1785,Susan Wagner,Matthew Russo,2024-08-07,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1786,Norma Fisher,Jamie Hutchinson,2024-11-04,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1787,Theodore Mcgrath,Nicole Henson,2024-09-11,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1788,Susan Wagner,Dana Nguyen,2025-04-04,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1789,Theodore Mcgrath,John Richards,2025-02-01,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1790,Stephanie Collins,Matthew Bell,2024-08-02,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1791,Stephanie Sutton,Lauren Hayes,2024-05-18,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1792,Elizabeth Woods,Albert Williams,2024-08-27,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1793,Theodore Mcgrath,Cheryl Bradley,2025-04-28,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1794,Susan Wagner,Matthew Russo,2024-12-01,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1795,Jorge Sullivan,Brandi Meyer,2024-05-29,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1796,Norma Fisher,Amy Lowe,2024-05-04,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1797,Brian Hamilton,Marc Williams,2024-10-27,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1798,Norma Fisher,Stephanie Hayes,2024-11-09,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1799,Susan Wagner,Paul Brown,2025-02-06,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1800,Norma Fisher,Austin Boyer,2024-10-18,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1801,Theodore Mcgrath,Terry Wells,2024-05-19,"Agent: Hi, how can I help you today? Customer: My order hasn't arrived yet. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1802,Peter Montgomery,Bobby Flores,2025-04-22,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1803,Susan Wagner,Jason Carroll,2025-03-11,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1804,Stephanie Collins,Peter Mcdowell,2024-10-08,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1805,Stephanie Collins,April Snyder,2024-11-08,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1806,Jorge Sullivan,Caleb Clark,2024-10-26,"Agent: Good afternoon, how may I assist you? Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1807,Jorge Sullivan,Collin Lopez,2024-10-18,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1808,Elizabeth Woods,Desiree Cain,2024-06-15,"Agent: Hi, how can I help you today? Customer: My order hasn't arrived yet. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1809,Stephanie Sutton,William Gonzalez,2024-06-03,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1810,Susan Wagner,Michelle Kelley,2024-06-01,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!
CALL-1811,Peter Montgomery,Gloria King,2024-08-02,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1812,Theodore Mcgrath,Kelsey Davis,2024-06-08,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1813,Stephanie Sutton,Amy Lowe,2025-03-17,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1814,Peter Montgomery,Cheryl Bradley,2025-02-22,Agent: Hello! Thanks for calling our support. Customer: I'm having trouble logging into my account. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1815,Elizabeth Woods,Tasha Rodriguez,2024-06-29,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1816,Jorge Sullivan,Jennifer Morales,2024-10-08,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1817,Norma Fisher,Kristin Potts,2025-04-09,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: Let me guide you through the process. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1818,Theodore Mcgrath,Lisa Johnston,2025-04-22,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1819,Brian Hamilton,Alexa Hernandez,2024-07-22,"Agent: Hi, how can I help you today? Customer: My order hasn't arrived yet. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1820,Brian Hamilton,Alex Woodward,2024-10-19,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1821,Elizabeth Woods,Jason Carroll,2024-12-24,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1822,Jorge Sullivan,Matthew Russo,2024-05-30,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1823,Brian Hamilton,Collin Lopez,2025-03-14,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1824,Stephanie Sutton,Jonathan Williams,2024-10-13,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1825,Norma Fisher,Joshua Carter,2024-12-04,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1826,Theodore Mcgrath,Melanie Johnson,2025-02-18,"Agent: Good afternoon, how may I assist you? Customer: My order hasn't arrived yet. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1827,Jorge Sullivan,Joseph Freeman,2025-04-10,"Agent: Hi, how can I help you today? Customer: I'm having trouble logging into my account. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1828,Peter Montgomery,Stephanie Hayes,2025-03-19,Agent: Hello! Thanks for calling our support. Customer: My order hasn't arrived yet. Agent: Let me guide you through the process. Customer: Thank you! Agent: Thank you for calling. Have a great day!
CALL-1829,Theodore Mcgrath,John Richards,2024-10-01,Agent: Hello! Thanks for calling our support. Customer: The product I received is damaged. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1830,Theodore Mcgrath,Danielle Castro,2024-05-16,"Agent: Good afternoon, how may I assist you? Customer: I'm being charged incorrectly on my bill. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1831,Stephanie Collins,William Roberts,2024-07-10,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I'll look into the issue right away. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1832,Susan Levy,Jennifer Summers,2024-08-05,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1833,Stephanie Collins,Desiree Cain,2024-11-07,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1834,Brian Hamilton,William Gonzalez,2024-07-25,"Agent: Hi, how can I help you today? Customer: My order hasn't arrived yet. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1835,Jorge Sullivan,Stephanie Hayes,2024-06-19,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1836,Peter Montgomery,Jennifer Summers,2025-03-23,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1837,Stephanie Collins,Kenneth Kent,2025-04-04,"Agent: Hi, how can I help you today? Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1838,Norma Fisher,Whitney Stark,2024-08-17,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1839,Norma Fisher,Terry Wells,2025-04-28,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: Let me guide you through the process. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1840,Peter Montgomery,Kristin Potts,2024-09-14,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1841,Stephanie Sutton,Richard Higgins,2024-09-02,"Agent: Good afternoon, how may I assist you? Customer: I'm having trouble logging into my account. Agent: I'm really sorry to hear that. Let's get this fixed. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1842,Susan Wagner,Lisa Johnston,2024-10-16,"Agent: Hi, how can I help you today? Customer: The product I received is damaged. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Thank you for calling. Have a great day!"
CALL-1843,Susan Levy,Albert Williams,2024-06-11,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: We appreciate your patience. Goodbye!"
CALL-1844,Stephanie Sutton,Joseph Jones,2024-12-03,Agent: Hello! Thanks for calling our support. Customer: I'm being charged incorrectly on my bill. Agent: I understand. Let me check that for you. Customer: Thank you! Agent: Let us know if there's anything else we can help with.
CALL-1845,Susan Levy,Stephanie Hayes,2025-04-15,"Agent: Good afternoon, how may I assist you? Customer: I need to reset my password but I'm not receiving the email. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1846,Brian Hamilton,Charles Wolfe,2024-08-19,"Agent: Hi, how can I help you today? Customer: I need to reset my password but I'm not receiving the email. Agent: I'll look into the issue right away. Customer: Thank you! Agent: Let us know if there's anything else we can help with."
CALL-1847,Peter Montgomery,Vanessa Cooper,2024-12-23,Agent: Hello! Thanks for calling our support. Customer: I need to reset my password but I'm not receiving the email. Agent: I can help with that. Please hold on a moment. Customer: Thank you! Agent: Thank you for calling. Have a great day!
